,cm_TN,cm_TP,cm_FN,cm_FP,pr,rec,acc,thres
82,107603,44,1221,977,0.043095004897159644,0.034782608695652174,0.9799899858892075,0.20802549
83,107603,45,1220,977,0.04403131115459882,0.03557312252964427,0.9799990896262916,0.20802352
84,107555,45,1220,1025,0.04205607476635514,0.03557312252964427,0.9795621102462561,0.207497
85,107555,46,1219,1025,0.04295051353874883,0.03636363636363636,0.9795712139833401,0.20748705
86,107553,46,1219,1027,0.04287045666356011,0.03636363636363636,0.979553006509172,0.20747954
87,107553,47,1218,1027,0.043761638733705775,0.03715415019762846,0.9795621102462561,0.20743608
88,107520,47,1218,1060,0.04245709123757904,0.03715415019762846,0.9792616869224817,0.2069903
89,107520,48,1217,1060,0.04332129963898917,0.037944664031620556,0.9792707906595658,0.20698869
90,107492,48,1217,1088,0.04225352112676056,0.037944664031620556,0.9790158860212117,0.20655274
91,107492,50,1215,1088,0.043936731107205626,0.039525691699604744,0.9790340934953798,0.20653498
92,107488,50,1215,1092,0.043782837127845885,0.039525691699604744,0.9789976785470436,0.20651183
93,107488,51,1214,1092,0.04461942257217848,0.04031620553359684,0.9790067822841276,0.20650667
94,107408,51,1214,1172,0.041700735895339326,0.04031620553359684,0.9782784833174017,0.20543331
95,107408,52,1213,1172,0.042483660130718956,0.04110671936758893,0.9782875870544858,0.20541564
96,107373,52,1213,1207,0.04130262112787927,0.04110671936758893,0.9779689562565433,0.20500156
97,107373,53,1212,1207,0.04206349206349207,0.04189723320158103,0.9779780599936274,0.2050001
98,107324,53,1212,1256,0.04048892284186402,0.04189723320158103,0.9775319768765078,0.20423302
99,107324,54,1211,1256,0.04122137404580153,0.042687747035573126,0.9775410806135919,0.20421025
100,107274,54,1211,1306,0.039705882352941174,0.042687747035573126,0.9770858937593883,0.20354706
101,107272,54,1211,1308,0.039647577092511016,0.042687747035573126,0.9770676862852201,0.20352763
102,107232,54,1211,1348,0.03851640513552068,0.042687747035573126,0.9767035368018572,0.20292535
103,107232,56,1209,1348,0.039886039886039885,0.04426877470355731,0.9767217442760253,0.20290464
104,107229,56,1209,1351,0.03980099502487562,0.04426877470355731,0.9766944330647731,0.20286196
105,107229,57,1208,1351,0.040482954545454544,0.045059288537549404,0.9767035368018572,0.2027885
106,107211,57,1208,1369,0.03997194950911641,0.045059288537549404,0.9765396695343439,0.20251524
107,107209,57,1208,1371,0.03991596638655462,0.045059288537549404,0.9765214620601756,0.20250243
108,107187,57,1208,1393,0.039310344827586205,0.045059288537549404,0.9763211798443261,0.20222396
109,107187,58,1207,1393,0.03997243280496209,0.0458498023715415,0.9763302835814102,0.20220545
110,107112,58,1207,1468,0.03800786369593709,0.0458498023715415,0.9756475033001047,0.20121926
111,107112,59,1206,1468,0.038637851997380485,0.0466403162055336,0.9756566070371888,0.20120814
112,107007,59,1206,1573,0.03615196078431373,0.0466403162055336,0.974700714643361,0.19973159
113,107007,60,1205,1573,0.03674219228413962,0.04743083003952569,0.9747098183804451,0.19972113
114,106879,60,1205,1701,0.034071550255536626,0.04743083003952569,0.9735445400336838,0.19802141
115,106879,61,1204,1701,0.034619750283768444,0.048221343873517786,0.9735536437707679,0.19800696
116,106873,61,1204,1707,0.034502262443438916,0.048221343873517786,0.9734990213482635,0.19795868
117,106873,62,1203,1707,0.035048049745618995,0.04901185770750988,0.9735081250853476,0.19795176
118,106870,62,1203,1710,0.034988713318284424,0.04901185770750988,0.9734808138740954,0.19789803
119,106870,63,1202,1710,0.03553299492385787,0.04980237154150197,0.9734899176111794,0.19786748
120,106845,63,1202,1735,0.035038932146829814,0.04980237154150197,0.9732623241840775,0.19764188
121,106845,64,1201,1735,0.03557531962201223,0.05059288537549407,0.9732714279211616,0.1976228
122,106818,64,1201,1762,0.03504928806133625,0.05059288537549407,0.9730256270198917,0.1973207
123,106818,65,1200,1762,0.03557744937055282,0.05138339920948617,0.9730347307569758,0.1973123
124,106803,65,1200,1777,0.03528773072747014,0.05138339920948617,0.9728981747007146,0.1970596
125,106803,66,1199,1777,0.03581117742810635,0.05217391304347826,0.9729072784377987,0.19705865
126,106746,66,1199,1834,0.034736842105263156,0.05217391304347826,0.9723883654240065,0.1961874
127,106746,67,1198,1834,0.035244608100999476,0.052964426877470355,0.9723974691610906,0.19617477
128,106713,67,1198,1867,0.03464322647362978,0.052964426877470355,0.9720970458373163,0.1958549
129,106713,68,1197,1867,0.0351421188630491,0.05375494071146245,0.9721061495744003,0.1958518
130,106706,68,1197,1874,0.035015447991761074,0.05375494071146245,0.9720424234148117,0.19578359
131,106706,69,1196,1874,0.035512094698919194,0.05454545454545454,0.9720515271518958,0.19575995
132,106692,69,1196,1888,0.03525804803270312,0.05454545454545454,0.9719240748327188,0.19546825
133,106692,70,1195,1888,0.03575076608784474,0.05533596837944664,0.9719331785698029,0.19545504
134,106629,70,1195,1951,0.034636318654131616,0.05533596837944664,0.9713596431335063,0.19465262
135,106629,71,1194,1951,0.0351137487636004,0.05612648221343874,0.9713687468705904,0.19462764
136,106624,71,1194,1956,0.03502713369511593,0.05612648221343874,0.97132322818517,0.19459558
137,106624,72,1193,1956,0.03550295857988166,0.05691699604743083,0.9713323319222541,0.19457719
138,106623,72,1193,1957,0.03548546081813701,0.05691699604743083,0.97132322818517,0.19457528
139,106623,73,1192,1957,0.03596059113300493,0.057707509881422925,0.9713323319222541,0.19457027
140,106590,73,1192,1990,0.03538536112457586,0.057707509881422925,0.9710319085984797,0.19414973
141,106590,74,1191,1990,0.035852713178294575,0.05849802371541502,0.9710410123355637,0.19411111
142,106571,74,1191,2009,0.035525684109457514,0.05849802371541502,0.9708680413309664,0.1939021
143,106571,75,1190,2009,0.03598848368522073,0.05928853754940711,0.9708771450680505,0.19388524
144,106547,75,1190,2033,0.03557874762808349,0.05928853754940711,0.9706586553780326,0.19358402
145,106547,76,1189,2033,0.036036036036036036,0.06007905138339921,0.9706677591151167,0.19357547
146,106499,76,1189,2081,0.03523412146499768,0.06007905138339921,0.9702307797350812,0.19307178
147,106499,77,1188,2081,0.03568118628359592,0.06086956521739131,0.9702398834721653,0.1930705
148,106497,77,1188,2083,0.03564814814814815,0.06086956521739131,0.9702216759979971,0.19306454
149,106497,78,1187,2083,0.036094400740397964,0.0616600790513834,0.9702307797350812,0.19304022
150,106493,78,1187,2087,0.03602771362586605,0.0616600790513834,0.9701943647867449,0.19302079
151,106493,79,1186,2087,0.03647276084949215,0.062450592885375494,0.970203468523829,0.1929892
152,106434,79,1186,2146,0.03550561797752809,0.062450592885375494,0.9696663480358687,0.19231501
153,106434,80,1185,2146,0.03593890386343217,0.06324110671936758,0.9696754517729528,0.19230917
154,106411,80,1185,2169,0.035571365051133834,0.06324110671936758,0.9694660658200192,0.19195667
155,106411,81,1184,2169,0.036,0.06403162055335969,0.9694751695571032,0.19194013
156,106342,81,1184,2238,0.03492884864165589,0.06403162055335969,0.9688470116983021,0.19109479
157,106342,82,1183,2238,0.0353448275862069,0.06482213438735178,0.9688561154353862,0.19109249
158,106315,82,1183,2265,0.03493821900298253,0.06482213438735178,0.9686103145341163,0.19086292
159,106313,82,1183,2267,0.034908471690080885,0.06482213438735178,0.9685921070599481,0.19083297
160,106301,82,1183,2279,0.03473104616687844,0.06482213438735178,0.9684828622149392,0.19067219
161,106301,83,1182,2279,0.03513971210838273,0.06561264822134387,0.9684919659520234,0.19067156
162,106255,83,1182,2325,0.03446843853820598,0.06561264822134387,0.968073194046156,0.19009665
163,106255,84,1181,2325,0.034869240348692404,0.06640316205533597,0.9680822977832401,0.19008923
164,106212,84,1181,2368,0.03425774877650897,0.06640316205533597,0.9676908370886249,0.18974319
165,106212,85,1180,2368,0.03465144720750102,0.06719367588932806,0.967699940825709,0.18973956
166,106210,85,1180,2370,0.034623217922606926,0.06719367588932806,0.9676817333515408,0.18965864
167,106210,86,1179,2370,0.03501628664495114,0.06798418972332015,0.9676908370886249,0.18964675
168,106176,86,1179,2404,0.03453815261044177,0.06798418972332015,0.9673813100277664,0.18925083
169,106176,87,1178,2404,0.03492573263749498,0.06877470355731226,0.9673904137648505,0.18922934
170,106169,87,1178,2411,0.03482786228983187,0.06877470355731226,0.967326687605262,0.18912628
171,106169,88,1177,2411,0.035214085634253704,0.06956521739130435,0.967335791342346,0.18912485
172,106162,88,1177,2418,0.035115722266560255,0.06956521739130435,0.9672720651827575,0.18906781
173,106162,89,1176,2418,0.035500598324690866,0.07035573122529644,0.9672811689198416,0.18906447
174,106155,89,1176,2425,0.03540175019888624,0.07035573122529644,0.9672174427602531,0.18903556
175,106155,90,1175,2425,0.03578528827037773,0.07114624505928854,0.9672265464973372,0.18903038
176,106141,90,1175,2439,0.03558718861209965,0.07114624505928854,0.9670990941781601,0.18883228
177,106141,91,1174,2439,0.03596837944664032,0.07193675889328063,0.9671081979152442,0.18882918
178,106128,91,1174,2452,0.03578450648839953,0.07193675889328063,0.9669898493331512,0.18868396
179,106128,92,1173,2452,0.036163522012578615,0.07272727272727272,0.9669989530702353,0.18867642
180,106125,92,1173,2455,0.036120926580290535,0.07272727272727272,0.9669716418589831,0.18864146
181,106125,93,1172,2455,0.036499215070643645,0.07351778656126483,0.9669807455960672,0.18863171
182,106107,93,1172,2473,0.0362431800467654,0.07351778656126483,0.9668168783285539,0.18849659
183,106107,94,1171,2473,0.036618620958317104,0.07430830039525692,0.966825982065638,0.18848765
184,106095,94,1171,2485,0.03644823575029081,0.07430830039525692,0.9667167372206291,0.18838671
185,106095,95,1170,2485,0.03682170542635659,0.07509881422924901,0.9667258409577132,0.18838575
186,106052,95,1170,2528,0.036218070911170415,0.07509881422924901,0.966334380263098,0.18787494
187,106052,96,1169,2528,0.036585365853658534,0.07588932806324111,0.9663434840001821,0.18787232
188,106010,96,1169,2570,0.03600900225056264,0.07588932806324111,0.965961127042651,0.18750802
189,106010,97,1168,2570,0.03637045369328834,0.0766798418972332,0.9659702307797351,0.18750516
190,105983,97,1168,2597,0.036005939123979216,0.0766798418972332,0.9657244298784651,0.18725753
191,105983,98,1167,2597,0.03636363636363636,0.0774703557312253,0.9657335336155491,0.18724069
192,105978,98,1167,2602,0.0362962962962963,0.0774703557312253,0.9656880149301288,0.18721092
193,105978,99,1166,2602,0.036653091447611995,0.0782608695652174,0.9656971186672129,0.18720001
194,105910,99,1166,2670,0.035752979414951244,0.0782608695652174,0.9650780645454959,0.18660396
195,105910,100,1165,2670,0.036101083032490974,0.07905138339920949,0.96508716828258,0.18660006
196,105793,100,1165,2787,0.034638032559750606,0.07905138339920949,0.9640220310437435,0.18563694
197,105793,101,1164,2787,0.03497229916897507,0.07984189723320158,0.9640311347808276,0.18563512
198,105780,101,1164,2800,0.03481558083419511,0.07984189723320158,0.9639127861987346,0.18553632
199,105780,102,1163,2800,0.03514817367332874,0.08063241106719368,0.9639218899358186,0.18553463
200,105761,102,1163,2819,0.034919548099965766,0.08063241106719368,0.9637489189312213,0.18540317
201,105761,103,1162,2819,0.035249828884325804,0.08142292490118577,0.9637580226683053,0.18539199
202,105756,103,1162,2824,0.03518961393918688,0.08142292490118577,0.963712503982885,0.18536851
203,105756,104,1161,2824,0.03551912568306011,0.08221343873517786,0.9637216077199691,0.185363
204,105750,104,1161,2830,0.0354464894342195,0.08221343873517786,0.9636669852974646,0.18530753
205,105750,105,1160,2830,0.03577512776831346,0.08300395256916997,0.9636760890345487,0.18529817
206,105736,105,1160,2844,0.03560528992878942,0.08300395256916997,0.9635486367153716,0.18514654
207,105736,106,1159,2844,0.03593220338983051,0.08379446640316206,0.9635577404524557,0.1851398
208,105714,106,1159,2866,0.03566621803499327,0.08379446640316206,0.9633574582366061,0.18492135
209,105714,107,1158,2866,0.035990581903800875,0.08458498023715415,0.9633665619736902,0.18491578
210,105700,107,1158,2880,0.035821894877803816,0.08458498023715415,0.9632391096545132,0.18478379
211,105700,108,1157,2880,0.03614457831325301,0.08537549407114625,0.9632482133915973,0.18478298
212,105578,108,1157,3002,0.03472668810289389,0.08537549407114625,0.9621375574673403,0.18371382
213,105578,109,1156,3002,0.035036965605914495,0.08616600790513834,0.9621466612044244,0.18367818
214,105523,109,1156,3057,0.03442830069488313,0.08616600790513834,0.9616459556648004,0.18323934
215,105523,110,1155,3057,0.03473318598042311,0.08695652173913043,0.9616550594018844,0.18323714
216,105500,110,1155,3080,0.034482758620689655,0.08695652173913043,0.9614456734489508,0.18304697
217,105500,111,1154,3080,0.03478533375117518,0.08774703557312254,0.9614547771860349,0.1830374
218,105462,111,1154,3118,0.034375967791886036,0.08774703557312254,0.9611088351768401,0.18268585
219,105462,112,1153,3118,0.0346749226006192,0.08853754940711463,0.9611179389139242,0.18268543
220,105453,112,1153,3127,0.0345785736338376,0.08853754940711463,0.9610360052801675,0.18260288
221,105453,113,1152,3127,0.03487654320987654,0.08932806324110672,0.9610451090172516,0.18259731
222,105405,113,1152,3175,0.034367396593673966,0.08932806324110672,0.9606081296372161,0.1822721
223,105403,113,1152,3177,0.03434650455927052,0.08932806324110672,0.960589922163048,0.18225828
224,105389,113,1152,3191,0.034200968523002424,0.08932806324110672,0.960462469843871,0.18210202
225,105389,114,1151,3191,0.034493192133131616,0.09011857707509881,0.960471573580955,0.18209657
226,105388,114,1151,3192,0.034482758620689655,0.09011857707509881,0.960462469843871,0.18209231
227,105386,114,1151,3194,0.034461910519951636,0.09011857707509881,0.9604442623697028,0.18209207
228,105364,114,1151,3216,0.03423423423423423,0.09011857707509881,0.9602439801538531,0.18189648
229,105364,115,1150,3216,0.03452416691684179,0.09090909090909091,0.9602530838909372,0.18189025
230,105349,115,1150,3231,0.034369396294082484,0.09090909090909091,0.9601165278346762,0.18172556
231,105349,116,1149,3231,0.0346579025993427,0.091699604743083,0.9601256315717602,0.18171784
232,105326,116,1149,3254,0.034421364985163204,0.091699604743083,0.9599162456188265,0.18162307
233,105326,117,1148,3254,0.03470780183921685,0.09249011857707509,0.9599253493559106,0.18161362
234,105315,117,1148,3265,0.03459491425192194,0.09249011857707509,0.9598252082479858,0.18154004
235,105315,118,1147,3265,0.03488028377180018,0.0932806324110672,0.9598343119850699,0.18152979
236,105282,118,1147,3298,0.03454332552693208,0.0932806324110672,0.9595338886612954,0.18120232
237,105282,119,1146,3298,0.03482587064676617,0.09407114624505929,0.9595429923983795,0.1811921
238,105215,119,1146,3365,0.03415614236509759,0.09407114624505929,0.9589330420137466,0.18060625
239,105213,119,1146,3367,0.03413654618473896,0.09407114624505929,0.9589148345395785,0.18060309
240,105212,119,1146,3368,0.03412675652423287,0.09407114624505929,0.9589057308024944,0.18058011
241,105212,120,1145,3368,0.034403669724770644,0.09486166007905138,0.9589148345395785,0.1805669
242,105199,120,1145,3381,0.03427592116538132,0.09486166007905138,0.9587964859574856,0.18047029
243,105199,121,1144,3381,0.034551684751570534,0.09565217391304348,0.9588055896945696,0.18046683
244,105192,121,1144,3388,0.034482758620689655,0.09565217391304348,0.9587418635349811,0.18042678
245,105190,121,1144,3390,0.03446311592138992,0.09565217391304348,0.958723656060813,0.18041551
246,105154,121,1144,3426,0.034113335212855936,0.09565217391304348,0.9583959215257863,0.1801525
247,105154,122,1143,3426,0.034385569334836524,0.09644268774703557,0.9584050252628704,0.18015033
248,105142,122,1143,3438,0.034269662921348316,0.09644268774703557,0.9582957804178616,0.18003857
249,105140,122,1143,3440,0.03425042111173498,0.09644268774703557,0.9582775729436934,0.18003789
250,105123,122,1143,3457,0.034087734003911706,0.09644268774703557,0.9581228094132641,0.17992294
251,105123,123,1142,3457,0.03435754189944134,0.09723320158102766,0.9581319131503482,0.17991683
252,105086,123,1142,3494,0.03400608238871993,0.09723320158102766,0.9577950748782376,0.17970783
253,105086,124,1141,3494,0.03427307904919845,0.09802371541501977,0.9578041786153216,0.17970598
254,105083,124,1141,3497,0.03424468378900856,0.09802371541501977,0.9577768674040694,0.17968723
255,105083,125,1140,3497,0.03451131971286582,0.09881422924901186,0.9577859711411535,0.17968422
256,104997,125,1140,3583,0.0337108953613808,0.09881422924901186,0.9570030497519232,0.17908618
257,104997,126,1139,3583,0.03397142086815853,0.09960474308300395,0.9570121534890073,0.17908388
258,104987,126,1139,3593,0.0338800752890562,0.09960474308300395,0.9569211161181665,0.1790275
259,104987,127,1138,3593,0.03413978494623656,0.10039525691699605,0.9569302198552506,0.17902538
260,104969,127,1138,3611,0.03397538790797218,0.10039525691699605,0.9567663525877372,0.17889577
261,104969,128,1137,3611,0.03423375234019791,0.10118577075098814,0.9567754563248213,0.17889526
262,104936,128,1137,3644,0.033934252386002124,0.10118577075098814,0.956475033001047,0.17869371
263,104936,129,1136,3644,0.034190299496421946,0.10197628458498023,0.956484136738131,0.1786921
264,104889,129,1136,3691,0.033769633507853405,0.10197628458498023,0.9560562610951796,0.17837176
265,104889,130,1135,3691,0.03402250719706883,0.10276679841897234,0.9560653648322637,0.17835754
266,104887,130,1135,3693,0.034004708344232276,0.10276679841897234,0.9560471573580955,0.17834264
267,104887,131,1134,3693,0.03425732217573222,0.10355731225296443,0.9560562610951796,0.17834198
268,104869,131,1134,3711,0.03409682457053618,0.10355731225296443,0.9558923938276662,0.17825127
269,104867,131,1134,3713,0.034079084287200835,0.10355731225296443,0.9558741863534981,0.17824239
270,104862,131,1134,3718,0.034034814237464274,0.10355731225296443,0.9558286676680777,0.17819962
271,104862,132,1133,3718,0.03428571428571429,0.10434782608695652,0.9558377714051618,0.17819577
272,104860,132,1133,3720,0.03426791277258567,0.10434782608695652,0.9558195639309937,0.17818853
273,104860,133,1132,3720,0.0345185569685959,0.10513833992094862,0.9558286676680777,0.17817971
274,104847,133,1132,3733,0.03440248318675634,0.10513833992094862,0.9557103190859848,0.1781016
275,104847,134,1131,3733,0.03465218515645203,0.10592885375494071,0.9557194228230689,0.17806208
276,104812,134,1131,3768,0.03434136340338288,0.10592885375494071,0.9554007920251263,0.1778461
277,104812,135,1130,3768,0.034588777863182166,0.1067193675889328,0.9554098957622104,0.17784208
278,104797,135,1130,3783,0.03445635528330781,0.1067193675889328,0.9552733397059493,0.17774862
279,104795,135,1130,3785,0.03443877551020408,0.1067193675889328,0.9552551322317812,0.17773455
280,104706,135,1130,3874,0.03367423297580444,0.1067193675889328,0.9544448996312986,0.17715037
281,104706,136,1129,3874,0.03391521197007481,0.1075098814229249,0.9544540033683827,0.17714974
282,104701,136,1129,3879,0.033872976338729766,0.1075098814229249,0.9544084846829624,0.17710271
283,104701,137,1128,3879,0.034113545816733065,0.108300395256917,0.9544175884200464,0.1770947
284,104654,137,1128,3926,0.03371892690130446,0.108300395256917,0.953989712777095,0.17676923
285,104654,138,1127,3926,0.03395669291338583,0.10909090909090909,0.9539988165141791,0.17676345
286,104651,138,1127,3929,0.03393164494713548,0.10909090909090909,0.9539715053029268,0.17673925
287,104651,139,1126,3929,0.03416912487708948,0.10988142292490119,0.9539806090400109,0.1767349
288,104639,139,1126,3941,0.03406862745098039,0.10988142292490119,0.9538713641950021,0.17666486
289,104639,140,1125,3941,0.03430531732418525,0.11067193675889328,0.9538804679320861,0.17665792
290,104564,140,1125,4016,0.03368623676612127,0.11067193675889328,0.9531976876507806,0.17627221
291,104564,141,1124,4016,0.033918691363964394,0.11146245059288537,0.9532067913878647,0.17626771
292,104553,141,1124,4027,0.03382917466410749,0.11146245059288537,0.9531066502799399,0.17620924
293,104551,141,1124,4029,0.03381294964028777,0.11146245059288537,0.9530884428057718,0.17620692
294,104531,141,1124,4049,0.033651551312649165,0.11146245059288537,0.9529063680640903,0.17605674
295,104531,142,1123,4049,0.033882128370317344,0.11225296442687747,0.9529154718011744,0.17605495
296,104495,142,1123,4085,0.03359356517624793,0.11225296442687747,0.9525877372661478,0.17580914
297,104495,143,1122,4085,0.03382213812677389,0.11304347826086956,0.9525968410032318,0.17579615
298,104465,143,1122,4115,0.03358384217942696,0.11304347826086956,0.9523237288907096,0.17561424
299,104465,144,1121,4115,0.033810753698051185,0.11383399209486166,0.9523328326277937,0.17560548
300,104414,144,1121,4166,0.03341067285382831,0.11383399209486166,0.951868542036506,0.1752935
301,104414,145,1120,4166,0.03363488749710044,0.11462450592885376,0.95187764577359,0.17525575
302,104379,145,1120,4201,0.033364012885411874,0.11462450592885376,0.9515590149756475,0.17504412
303,104379,146,1119,4201,0.03358638141246837,0.11541501976284585,0.9515681187127316,0.17503405
304,104330,146,1119,4250,0.033212010919017286,0.11541501976284585,0.951122035595612,0.17470777
