,vin,1st_prediction_instance_km,Predicted as Failed,Actual Failed,ANN_EGR_KM,Predicted in advance km
87,MB1A3CHD9JPHB4827,82579.8,Y,N,,
88,MB1A3EHD1JABJ2636,194359.3,Y,N,,
89,MB1A3EHD2JEFA4416,135052.1,Y,N,,
90,MB1A3EHD3JADJ0747,143029.4,Y,N,,
91,MB1A3EHD3JAYJ4566,93529.4,Y,N,,
92,MB1A3EHD3JPAE6003,53269.3,Y,N,,
93,MB1A3EHD5JEYB9627,137082.5,Y,N,,
94,MB1A3EHD7JEWC3656,56197.2,Y,N,,
95,MB1A3EHD7JPAE9387,75032.3,Y,N,,
96,MB1A3EHD8JAFH8169,54305.0,Y,N,,
97,MB1A3EHD8JAHH5116,33121.3,Y,N,,
98,MB1A3EHD9JPCD8591,176590.2,Y,N,,
99,MB1A3EHD9JPGB8966,126852.6,Y,N,,
100,MB1A3EHDXJAXJ6411,57669.6,Y,N,,
101,MB1A3EHDXJAYJ5178,77463.8,Y,N,,
102,MB1A3EHDXJEFA3076,107977.6,Y,N,,
103,MB1A3EHDXKAGK1545,24859.2,Y,N,,
104,MB1CTCHD0JPEC9720,223748.9,Y,N,,
105,MB1CTCHD0JPGB9999,123677.1,Y,N,,
106,MB1CTCHD1JAGH6523,121459.3,Y,N,,
107,MB1CTCHD1JPFC3279,137483.0,Y,N,,
108,MB1CTCHD2JAWJ7613,27658.6,Y,N,,
109,MB1CTCHD2JPAE5101,52975.0,Y,N,,
110,MB1CTCHD2JPAE5227,63762.6,Y,N,,
111,MB1CTCHD2JPEC9167,239854.0,Y,N,,
112,MB1CTCHD2JPHB6721,95609.8,Y,N,,
113,MB1CTCHD2KPHH7424,12727.9,Y,N,,
114,MB1CTCHD3JAYJ5567,107659.0,Y,N,,
115,MB1CTCHD3JPHB7294,2806.6,Y,N,,
116,MB1CTCHD4JPAE5231,76538.8,Y,N,,
117,MB1CTCHD4KPHH3942,34503.0,Y,N,,
118,MB1CTCHD5JAEH8673,117370.5,Y,N,,
119,MB1CTCHD5JAEH9371,85011.9,Y,N,,
120,MB1CTCHD5JPAE5366,118323.2,Y,N,,
121,MB1CTCHD5JPDD5302,162701.7,Y,N,,
122,MB1CTCHD5JPEC9163,134020.3,Y,N,,
123,MB1CTCHD5JPGC0002,74050.8,Y,N,,
124,MB1CTCHD5JPHB5983,122551.3,Y,N,,
125,MB1CTCHD5JPWG2988,72528.8,Y,N,,
126,MB1CTCHD6JAYJ5045,78900.3,Y,N,,
127,MB1CTCHD6JPCE0151,83444.3,Y,N,,
128,MB1CTCHD6JPEC8782,230825.3,Y,N,,
129,MB1CTCHD6JPGC0865,116403.8,Y,N,,
130,MB1CTCHD6JPXF8340,68962.9,Y,N,,
131,MB1CTCHD6KPHH3506,50169.1,Y,N,,
132,MB1CTCHD7JAAJ3249,107100.3,Y,N,,
133,MB1CTCHD7JAEH9534,70778.4,Y,N,,
134,MB1CTCHD7JAGH5506,106360.2,Y,N,,
135,MB1CTCHD7JAXJ6492,77138.9,Y,N,,
136,MB1CTCHD7JAYJ5619,74187.8,Y,N,,
137,MB1CTCHD7JEBB3176,40920.7,Y,N,,
138,MB1CTCHD7JEBB5025,106917.4,Y,N,,
139,MB1CTCHD7JEHZ7795,159086.5,Y,N,,
140,MB1CTCHD7JPBE1483,172835.1,Y,N,,
141,MB1CTCHD7JPDD5284,154414.4,Y,N,,
142,MB1CTCHD7JRHV5037,104135.1,Y,N,,
143,MB1CTCHD7KPJH1176,38287.1,Y,N,,
144,MB1CTCHD8JAFH7374,96800.7,Y,N,,
145,MB1CTCHD8JAYJ5161,86845.0,Y,N,,
146,MB1CTCHD8JEBB3106,45444.5,Y,N,,
147,MB1CTCHD8JEYB9327,62560.3,Y,N,,
148,MB1CTCHD8JPBE2867,63497.0,Y,N,,
149,MB1CTCHD8JPCD7879,102225.2,Y,N,,
150,MB1CTCHD8JPWG3178,66587.8,Y,N,,
151,MB1CTCHD8JPWG3553,50238.4,Y,N,,
152,MB1CTCHD8KPJH0165,47781.9,Y,N,,
153,MB1CTCHD9JADJ1253,97986.0,Y,N,,
154,MB1CTCHD9JEAB5881,60855.1,Y,N,,
155,MB1CTCHD9JPFC7628,125514.2,Y,N,,
156,MB1CTCHD9JPYE9795,67617.4,Y,N,,
157,MB1CTCHD9KPJG9901,48049.6,Y,N,,
158,MB1CTCHDXJAXJ6132,61335.2,Y,N,,
159,MB1CTCHDXJPAE5055,106339.3,Y,N,,
160,MB1CTCHDXKPJG6649,49819.0,Y,N,,
161,MB1CTCHDXKPJH0359,49102.7,Y,N,,
162,MB1DTCHD5JRXZ9362,49155.1,Y,N,,
163,MB1G3CHD8JEFA2877,36180.3,Y,N,,
164,MB1G3CHDXJEEA6443,82450.0,Y,N,,
165,MB1G3DHD4JEYB9137,28263.1,Y,N,,
166,MB1G3DHD4JPDD6237,38713.1,Y,N,,
167,MB1G3DHD7JEFA4268,59272.8,Y,N,,
168,MB1HTDHD0JECB1011,33498.3,Y,N,,
169,MB1HTDHD0JEDA9391,98570.7,Y,N,,
170,MB1HTDHD0JPAE5402,34809.6,Y,N,,
171,MB1HTDHD0JRHV7045,48726.5,Y,N,,
172,MB1HTDHD1JEBB4013,23261.9,Y,N,,
173,MB1HTDHD1JEFA2147,116555.7,Y,N,,
174,MB1HTDHD1JREX1477,79100.9,Y,N,,
175,MB1HTDHD2JRAY6574,63591.2,Y,N,,
176,MB1HTDHD2JRDX4692,100092.7,Y,N,,
177,MB1HTDHD3JEBB4322,67379.9,Y,N,,
178,MB1HTDHD3JEYB9442,43844.2,Y,N,,
179,MB1HTDHD3JPFC3568,70957.9,Y,N,,
180,MB1HTDHD3JRBY3301,105484.8,Y,N,,
181,MB1HTDHD4JEEA5735,62515.0,Y,N,,
182,MB1HTDHD4JRAY6575,65688.6,Y,N,,
183,MB1HTDHD4JRDX4709,92830.1,Y,N,,
184,MB1HTDHD4JRDX5777,135817.8,Y,N,,
185,MB1HTDHD5JRDX6128,63746.5,Y,N,,
186,MB1HTDHD6JRAY6223,98700.6,Y,N,,
187,MB1HTDHD6JRDX6395,117786.5,Y,N,,
188,MB1HTDHD7JEBB3495,55958.4,Y,N,,
189,MB1HTDHD7JEBB4310,25058.7,Y,N,,
190,MB1HTDHD7JPCD8808,85223.7,Y,N,,
191,MB1HTDHD9JEAB5441,30492.8,Y,N,,
192,MB1HTDHDXJEAB7134,98678.7,Y,N,,
193,MB1HTDHDXJPCD9029,71303.1,Y,N,,
194,MB1HTDHDXJPED2684,38556.0,Y,N,,
195,MB1HTLHD0JPDD7092,141543.3,Y,N,,
196,MB1HTLHD1JPAE5709,52117.9,Y,N,,
197,MB1HTLHD1JPBE4465,24592.3,Y,N,,
198,MB1HTLHD5JPCD9983,34141.9,Y,N,,
199,MB1HTLHD6JPBE3909,31110.1,Y,N,,
200,MB1JADHD3JRAY6302,31803.1,Y,N,,
201,MB1JADHD3JRAY7269,51069.9,Y,N,,
202,MB1JADHD4JPAE6673,56577.3,Y,N,,
203,MB1JADHD6JPCE0900,41275.5,Y,N,,
204,MB1JADHD7JRCX8550,56508.3,Y,N,,
205,MB1JADHD7JRCY0959,65506.8,Y,N,,
206,MB1JADHD8JPAE5736,93413.4,Y,N,,
207,MB1JADHD8JPAE7468,128103.1,Y,N,,
208,MB1JADHD8JPCE1238,80000.7,Y,N,,
209,MB1JADHD8JPGB9185,103783.9,Y,N,,
210,MB1JADHD8JREX3301,78409.1,Y,N,,
211,MB1JADHD9JPXF9632,84660.7,Y,N,,
212,MB1JADHD9JRBY2094,63108.2,Y,N,,
213,MB1JADHD9JRDX3675,46669.9,Y,N,,
214,MB1KACHD0JAFH8181,10423.8,Y,N,,
215,MB1KACHD0JEBB3487,69074.8,Y,N,,
216,MB1KACHD0JEFA4283,120577.6,Y,N,,
217,MB1KACHD0JEHZ7185,209779.2,Y,N,,
218,MB1KACHD0JPHB7741,89370.8,Y,N,,
219,MB1KACHD0JRGW4144,131530.4,Y,N,,
220,MB1KACHD0JRHV8198,61054.0,Y,N,,
221,MB1KACHD0JRXZ4311,53034.2,Y,N,,
222,MB1KACHD1JAFH8495,80964.4,Y,N,,
223,MB1KACHD1JEHZ6482,35681.3,Y,N,,
224,MB1KACHD1JEXC1483,82855.0,Y,N,,
225,MB1KACHD1JPFC3090,54128.9,Y,N,,
226,MB1KACHD1JPFC5776,84947.8,Y,N,,
227,MB1KACHD1JPGC0502,7137.1,Y,N,,
228,MB1KACHD1JPHB7120,92283.2,Y,N,,
229,MB1KACHD1JPYF0733,89683.1,Y,N,,
230,MB1KACHD1JRAY8273,66509.3,Y,N,,
231,MB1KACHD1JRKA3351,59696.3,Y,N,,
232,MB1KACHD1JRXZ8500,74166.3,Y,N,,
233,MB1KACHD1KAJJ8837,55644.0,Y,N,,
234,MB1KACHD1KPJG2880,27591.4,Y,N,,
235,MB1KACHD1KPJG8873,66678.8,Y,N,,
236,MB1KACHD1KPJH1398,8084.8,Y,N,,
237,MB1KACHD1KRHB1534,22963.7,Y,N,,
238,MB1KACHD1KRJA4384,20690.5,Y,N,,
239,MB1KACHD2JEBB3894,145115.4,Y,N,,
240,MB1KACHD2JPAE7884,43250.2,Y,N,,
241,MB1KACHD2JPBE1781,88694.0,Y,N,,
242,MB1KACHD2JPCD7801,75050.9,Y,N,,
243,MB1KACHD2JPDD4450,63237.2,Y,N,,
244,MB1KACHD2JPDD6781,47515.8,Y,N,,
245,MB1KACHD2JPED1356,84096.1,Y,N,,
246,MB1KACHD2JPGC0492,97955.5,Y,N,,
247,MB1KACHD2JPGC1836,107303.8,Y,N,,
248,MB1KACHD2JPHB6378,90887.8,Y,N,,
249,MB1KACHD2JPYF0739,45799.0,Y,N,,
250,MB1KACHD2JPYF2863,51063.3,Y,N,,
251,MB1KACHD2JRDX3726,118790.2,Y,N,,
252,MB1KACHD2JRHV8185,70467.7,Y,N,,
253,MB1KACHD2JRHV9532,161038.6,Y,N,,
254,MB1KACHD2JRYY9694,72196.6,Y,N,,
255,MB1KACHD2KEJC5557,44072.3,Y,N,,
256,MB1KACHD2KEJC6756,51503.3,Y,N,,
257,MB1KACHD2KEJC7681,48224.5,Y,N,,
258,MB1KACHD2KPJG5724,24065.6,Y,N,,
259,MB1KACHD2KPJG6324,45480.0,Y,N,,
260,MB1KACHD2KPJG8459,42579.1,Y,N,,
261,MB1KACHD2KPJH1149,47092.8,Y,N,,
262,MB1KACHD3JAAJ4223,56624.3,Y,N,,
263,MB1KACHD3JAFH7431,76924.5,Y,N,,
264,MB1KACHD3JAGH5665,43612.0,Y,N,,
265,MB1KACHD3JEFA3256,154333.0,Y,N,,
266,MB1KACHD3JEFA3760,89578.0,Y,N,,
267,MB1KACHD3JEFA4035,16696.4,Y,N,,
268,MB1KACHD3JEGA1378,135361.6,Y,N,,
269,MB1KACHD3JEGA1672,96038.5,Y,N,,
270,MB1KACHD3JEYB8863,55728.2,Y,N,,
271,MB1KACHD3JEYC0032,49288.1,Y,N,,
272,MB1KACHD3JPDD4411,62065.6,Y,N,,
273,MB1KACHD3JPDD5199,109564.1,Y,N,,
274,MB1KACHD3JPEC9096,9435.6,Y,N,,
275,MB1KACHD3JPED0653,97431.7,Y,N,,
276,MB1KACHD3JPGB8704,73724.6,Y,N,,
277,MB1KACHD3JPGB9559,12384.1,Y,N,,
278,MB1KACHD3JPHB3750,26928.1,Y,N,,
279,MB1KACHD3JPXG0273,59330.6,Y,N,,
280,MB1KACHD3JPYF1172,47282.0,Y,N,,
281,MB1KACHD3JRAY7593,65701.5,Y,N,,
282,MB1KACHD3JRDX5002,107575.0,Y,N,,
283,MB1KACHD3JRGV9973,62091.8,Y,N,,
284,MB1KACHD3JRGW4140,8191.8,Y,N,,
285,MB1KACHD3KPJG8552,30426.6,Y,N,,
286,MB1KACHD4JEBB2844,91141.5,Y,N,,
287,MB1KACHD4JEEA5711,56258.6,Y,N,,
288,MB1KACHD4JEEA6650,108489.2,Y,N,,
289,MB1KACHD4JEFA3606,61655.8,Y,N,,
290,MB1KACHD4JEYB7737,97015.8,Y,N,,
291,MB1KACHD4JEYB7883,61204.6,Y,N,,
292,MB1KACHD4JEYB7916,57050.1,Y,N,,
293,MB1KACHD4JPAE9040,128745.0,Y,N,,
294,MB1KACHD4JPDD5258,47957.8,Y,N,,
295,MB1KACHD4JPED0984,120784.2,Y,N,,
296,MB1KACHD4JPFC6985,121793.2,Y,N,,
297,MB1KACHD4JPXF5874,44659.4,Y,N,,
298,MB1KACHD4JPYF0970,64366.2,Y,N,,
299,MB1KACHD4JPYF2766,67927.3,Y,N,,
300,MB1KACHD4JRBY2583,88267.3,Y,N,,
301,MB1KACHD4JRWZ9797,47168.4,Y,N,,
302,MB1KACHD4JRWZ9850,46203.2,Y,N,,
303,MB1KACHD4JRXZ5817,45747.9,Y,N,,
304,MB1KACHD4JRYZ2838,74791.8,Y,N,,
305,MB1KACHD4KPJG5370,48494.0,Y,N,,
306,MB1KACHD4KPJG5725,62250.9,Y,N,,
307,MB1KACHD4KPJH0388,23732.2,Y,N,,
308,MB1KACHD5JAHH5380,12586.7,Y,N,,
309,MB1KACHD5JAYJ5393,63290.5,Y,N,,
310,MB1KACHD5JEAB7399,120171.3,Y,N,,
311,MB1KACHD5JECB0202,73544.6,Y,N,,
312,MB1KACHD5JEHZ8140,17883.3,Y,N,,
313,MB1KACHD5JEWC2987,57264.9,Y,N,,
314,MB1KACHD5JEXC0885,62831.5,Y,N,,
315,MB1KACHD5JEXC1387,63041.9,Y,N,,
316,MB1KACHD5JEXC1504,46113.7,Y,N,,
317,MB1KACHD5JEYB7665,48221.6,Y,N,,
318,MB1KACHD5JPBE1449,45838.4,Y,N,,
319,MB1KACHD5JPBE2522,75171.6,Y,N,,
320,MB1KACHD5JPBE4285,40659.5,Y,N,,
321,MB1KACHD5JPBE4674,59167.5,Y,N,,
322,MB1KACHD5JPED1593,81759.8,Y,N,,
323,MB1KACHD5JPGC2656,179461.7,Y,N,,
324,MB1KACHD5JPXF7617,46975.2,Y,N,,
325,MB1KACHD5JPXF8993,50507.0,Y,N,,
326,MB1KACHD5JPXF9657,53736.9,Y,N,,
327,MB1KACHD5JPYF1092,70528.0,Y,N,,
328,MB1KACHD5JPYF1948,96005.6,Y,N,,
329,MB1KACHD5JPYF3084,56775.5,Y,N,,
330,MB1KACHD5JRAY8924,87692.4,Y,N,,
331,MB1KACHD5JRDX4059,56297.5,Y,N,,
332,MB1KACHD5JRDX5003,74011.0,Y,N,,
333,MB1KACHD5JRFW9000,52852.7,Y,N,,
334,MB1KACHD5JRYZ1875,28621.1,Y,N,,
335,MB1KACHD5JRYZ2816,73524.3,Y,N,,
336,MB1KACHD5KAJJ8825,64409.1,Y,N,,
337,MB1KACHD5KEJC5889,36262.8,Y,N,,
338,MB1KACHD6JADJ0952,141504.3,Y,N,,
339,MB1KACHD6JAFH7441,46293.3,Y,N,,
340,MB1KACHD6JAFH8492,82659.6,Y,N,,
341,MB1KACHD6JEEA5242,184731.3,Y,N,,
342,MB1KACHD6JEYB7934,45747.5,Y,N,,
343,MB1KACHD6JPCE1088,55405.6,Y,N,,
344,MB1KACHD6JPDD3575,70869.3,Y,N,,
345,MB1KACHD6JPDD5391,62955.7,Y,N,,
346,MB1KACHD6JPFC2081,69566.1,Y,N,,
347,MB1KACHD6JPFC6437,83112.8,Y,N,,
348,MB1KACHD6JPWG4332,51261.6,Y,N,,
349,MB1KACHD6JPWG5027,20996.4,Y,N,,
350,MB1KACHD6JPXF6606,32244.6,Y,N,,
351,MB1KACHD6JPXF7979,5678.2,Y,N,,
352,MB1KACHD6JPYF4194,38721.5,Y,N,,
353,MB1KACHD6JPYF4275,77153.2,Y,N,,
354,MB1KACHD6JPYF4308,63363.2,Y,N,,
355,MB1KACHD6JRGW3015,83679.7,Y,N,,
356,MB1KACHD6JRXZ8508,95828.6,Y,N,,
357,MB1KACHD6JRYZ2811,83990.7,Y,N,,
358,MB1KACHD6JRYZ2839,60717.8,Y,N,,
359,MB1KACHD6KPJG8531,62383.0,Y,N,,
360,MB1KACHD7JAFH7741,4727.5,Y,N,,
361,MB1KACHD7JEAB5802,98859.6,Y,N,,
362,MB1KACHD7JEBB3129,117432.6,Y,N,,
363,MB1KACHD7JPBE2408,75605.8,Y,N,,
364,MB1KACHD7JPBE3199,58298.9,Y,N,,
365,MB1KACHD7JPDD3049,46471.5,Y,N,,
366,MB1KACHD7JPDD5254,52595.3,Y,N,,
367,MB1KACHD7JPED0994,122262.9,Y,N,,
368,MB1KACHD7JPHB6733,58689.5,Y,N,,
369,MB1KACHD7JPWG3724,36977.9,Y,N,,
370,MB1KACHD7JPXF9403,49356.3,Y,N,,
371,MB1KACHD7JPYF2440,72158.7,Y,N,,
372,MB1KACHD7JRAY7600,69311.1,Y,N,,
373,MB1KACHD7JRFW7040,124180.7,Y,N,,
374,MB1KACHD7JRHV7632,73096.7,Y,N,,
375,MB1KACHD7JRXZ5150,51112.1,Y,N,,
376,MB1KACHD7KAJJ8826,40698.9,Y,N,,
377,MB1KACHD7KPEJ8642,9954.6,Y,N,,
378,MB1KACHD7KPJG6674,37650.0,Y,N,,
379,MB1KACHD8JAEH8572,76023.8,Y,N,,
380,MB1KACHD8JEBB2586,92995.2,Y,N,,
381,MB1KACHD8JPWG2078,49754.2,Y,N,,
382,MB1KACHD8KPJG7218,30108.2,Y,N,,
383,MB1KACHD8KPJH1740,47273.4,Y,N,,
384,MB1KACHD9JEAB6935,76290.7,Y,N,,
385,MB1KACHD9JPGC2191,177611.4,Y,N,,
386,MB1KACHD9JPYF2875,25680.7,Y,N,,
387,MB1KACHD9JRFW5581,54425.7,Y,N,,
388,MB1KACHD9KPJF8057,41610.3,Y,N,,
389,MB1KACHDXJAGH5663,65698.9,Y,N,,
390,MB1KACHDXJEFA3934,68800.4,Y,N,,
391,MB1KACHDXJEXC1594,12556.8,Y,N,,
392,MB1KACHDXJPAE7633,23792.4,Y,N,,
393,MB1KACHDXJPDD7709,91927.9,Y,N,,
394,MB1KAKHD5JPBE3454,54353.7,Y,N,,
395,MB1KAKHD6JPAE6831,51792.5,Y,N,,
396,MB1KAKHD8JPCD9000,57994.4,Y,N,,
397,MB1KAVHD9KPJG7787,16538.3,Y,N,,
398,MB1KAVHDXHPXA0898,8508.1,Y,N,,
399,MB1NACHD2JAFH7143,89539.3,Y,N,,
400,MB1NACHD2JEGA0140,62317.2,Y,N,,
401,MB1NACHD2JPGB8660,54694.7,Y,N,,
402,MB1NACHD2JPGB8917,69106.1,Y,N,,
403,MB1NACHD3JAHH4791,55371.1,Y,N,,
404,MB1NACHD3JPHB6743,55413.7,Y,N,,
405,MB1NACHD4JPHB4838,86566.0,Y,N,,
406,MB1NACHD4JPHB5018,4199.4,Y,N,,
407,MB1NACHD5JAHH3951,55701.5,Y,N,,
408,MB1NACHD5JPGB8443,36092.0,Y,N,,
409,MB1NACHD5JPGC0676,89753.3,Y,N,,
410,MB1NACHD6HRJV3106,147454.0,Y,N,,
411,MB1NACHD6JPHB3772,137861.5,Y,N,,
412,MB1NACHD7HPVA9344,75103.7,Y,N,,
413,MB1NACHD7JAHH4387,122051.9,Y,N,,
414,MB1NACHD7JAHH4941,1949.1,Y,N,,
415,MB1NACHD7JEHZ8668,65339.4,Y,N,,
416,MB1NACHD7JPHB6518,65301.0,Y,N,,
417,MB1NACHD7JPHB7233,43653.1,Y,N,,
418,MB1NACHD9JEGA0541,100695.2,Y,N,,
419,MB1NACHD9JPHB3913,86209.0,Y,N,,
420,MB1NACHD9JPHB4432,79485.6,Y,N,,
421,MB1NACHD9JRHV6415,117119.6,Y,N,,
422,MB1TLCHD1JEHZ7534,44334.4,Y,N,,
423,MB1TLCHD1JPFC3850,114734.4,Y,N,,
424,MB1TLCHD2JRYZ3484,42042.3,Y,N,,
425,MB1TLCHD7JAGH7000,84404.0,Y,N,,
426,MB1TLCHD7JEFA3677,76411.6,Y,N,,
427,MB1TLCHD7JEXC0451,34330.4,Y,N,,
428,MB1TLCHD7JPFC4114,69867.5,Y,N,,
429,MB1TLCHD7JRDX3963,43492.1,Y,N,,
430,MB1TLCHD8JECB0855,65439.9,Y,N,,
431,MB1TLCHD8JRGW3743,84652.0,Y,N,,
432,MB1TLCHD8KAJJ9711,37203.2,Y,N,,
433,MB1TLCHD9JRYZ1439,64244.3,Y,N,,
434,MB1TLCHD9KRHB0145,26306.7,Y,N,,
435,MB1TLCHDXKAJJ7801,27759.6,Y,N,,
436,MB1TLDHD0JPHB4441,76074.1,Y,N,,
437,MB1TLDHD1KPJF9109,25178.4,Y,N,,
438,MB1TLDHD2JPHB5025,51344.3,Y,N,,
439,MB1TLDHD4JECB0468,49589.8,Y,N,,
440,MB1TLDHD4JPCD9232,32556.8,Y,N,,
